ID,artist,title,picture data,jpg url,image_path,born-died,period,school,url,base,nationality,image_exists,resolution,color_type,file_size
38566,"SIRANI, Elisabetta",portia wounding her thigh,"1664, oil on canvas, 101 x 138 cm, stephen warren miles and marilyn ross miles foundation, houston",https://www.wga.hu/art/s/sirani/elisabet/portia.jpg,complete/artwork\38566.jpg,(1638-1665),Baroque,painter,https://www.wga.hu/html/s/sirani/elisabet/index.html,Bologna,Italian,TRUE,1500*1068,true color,193 kb
38567,"SIRANI, Elisabetta",judith with the head of holofernes,"-, oil on canvas, 236 x 183 cm, lakeview museum of arts and science, peoria",https://www.wga.hu/art/s/sirani/elisabet/judith.jpg,complete/artwork\38567.jpg,(1638-1665),Baroque,painter,https://www.wga.hu/html/s/sirani/elisabet/index.html,Bologna,Italian,TRUE,619*813,true color,97 kb
38568,"SIRANI, Elisabetta",st. jerome,"-, oil on canvas, 102 x 84 cm, private collection",https://www.wga.hu/art/s/sirani/elisabet/jerome.jpg,complete/artwork\38568.jpg,(1638-1665),Baroque,painter,https://www.wga.hu/html/s/sirani/elisabet/index.html,Bologna,Italian,TRUE,609*750,true color,46 kb
38569,"SIRANI, Elisabetta",young st john the baptist,"1665, oil on canvas laid on panel, 70 x 48 cm, private collection",https://www.wga.hu/art/s/sirani/elisabet/st_john.jpg,complete/artwork\38569.jpg,(1638-1665),Baroque,painter,https://www.wga.hu/html/s/sirani/elisabet/index.html,Bologna,Italian,TRUE,630*881,true color,41 kb
38570,"SIRANI, Giovanni Andrea",esther before ahasuerus,"1630s, oil on canvas, 101 x 140 cm, szépmûvészeti múzeum, budapest",https://www.wga.hu/art/s/sirani/giovanni/esther_a.jpg,complete/artwork\38570.jpg,(1610-1670),Baroque,painter,https://www.wga.hu/html/s/sirani/giovanni/index.html,Bologna,Italian,TRUE,1407*1000,true color,143 kb
38571,"SIRANI, Giovanni Andrea",lucretia,"-, oil on canvas, 97 x 83 cm, private collection",https://www.wga.hu/art/s/sirani/giovanni/lucretia.jpg,complete/artwork\38571.jpg,(1610-1670),Baroque,painter,https://www.wga.hu/html/s/sirani/giovanni/index.html,Bologna,Italian,TRUE,694*815,true color,56 kb
38572,"SISLEY, Alfred",the saint-martin canal,"1872, oil on canvas, 38 x 47 cm, musée d'orsay, paris",https://www.wga.hu/art/s/sisley/2other/paris2.jpg,complete/artwork\38572.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1300*1055,true color,226 kb
38573,"SISLEY, Alfred","the church at moret, rainy morning","1893, oil on canvas, 65 x 81 cm, hunterian art gallery, university of glasgow, glasgow",https://www.wga.hu/art/s/sisley/2other/moret2.jpg,complete/artwork\38573.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1226*1000,true color,220 kb
38574,"SISLEY, Alfred","the old church at moret in rain, seen from the transept","1894, oil on canvas, 73 x 60 cm, birmingham museum and art gallery, birmingham",https://www.wga.hu/art/s/sisley/2other/moret3.jpg,complete/artwork\38574.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1000*1211,true color,226 kb
38575,"SISLEY, Alfred","the church at moret, evening","1894, oil on canvas, 101 x 82 cm, musée du petit palais, paris",https://www.wga.hu/art/s/sisley/2other/moret4.jpg,complete/artwork\38575.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1186*1462,true color,238 kb
38576,"SISLEY, Alfred",the bridge at moret,"1893, oil on canvas, 74 x 93 cm, musée d'orsay, paris",https://www.wga.hu/art/s/sisley/2other/moret5.jpg,complete/artwork\38576.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1300*1012,true color,225 kb
38577,"SISLEY, Alfred",saint-mammès-sur-le-loing,"1886, oil on canvas, 54 x 73 cm, musée des beaux-arts, dijon",https://www.wga.hu/art/s/sisley/2other/moret6.jpg,complete/artwork\38577.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1323*1000,true color,234 kb
38578,"SISLEY, Alfred",view of moret-sur-loing,"1880s, oil on canvas, 30 x 40 cm, private collection",https://www.wga.hu/art/s/sisley/2other/moret7.jpg,complete/artwork\38578.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,900*717,true color,62 kb
38579,"SISLEY, Alfred",saint-martin canal in paris,"1870, oil on canvas, 55 x 73 cm, oskar reinhart collection, winterthur",https://www.wga.hu/art/s/sisley/2other/paris1.jpg,complete/artwork\38579.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1300*953,true color,226 kb
38580,"SISLEY, Alfred",the saint-martin canal in paris,"1870, oil on canvas, 50 x 65 cm, musée d'orsay, paris",https://www.wga.hu/art/s/sisley/2other/paris3.jpg,complete/artwork\38580.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1200*924,true color,186 kb
38581,"SISLEY, Alfred",the bridge at villeneuve-la-garenne,"1872, oil on canvas, 50 x 66 cm, metropolitan museum of art, new york",https://www.wga.hu/art/s/sisley/2other/villene1.jpg,complete/artwork\38581.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1354*1000,true color,203 kb
38582,"SISLEY, Alfred",the river bank at saint-mammes,"1884, oil on canvas, 50 x 65 cm, the hermitage, st. petersburg",https://www.wga.hu/art/s/sisley/2other/paris6.jpg,complete/artwork\38582.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1304*1000,true color,236 kb
38583,"SISLEY, Alfred",the canal at st. mammes,"1886, oil on canvas, 32 x 41 cm, private collection",https://www.wga.hu/art/s/sisley/2other/paris7.jpg,complete/artwork\38583.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,900*701,true color,95 kb
38584,"SISLEY, Alfred",the seine at suresnes,"1877, oil on canvas, 61 x 74 cm, musée d'orsay, paris",https://www.wga.hu/art/s/sisley/2other/seine1.jpg,complete/artwork\38584.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1228*1000,true color,222 kb
38585,"SISLEY, Alfred","after the debacle, the seine at pont de suresnes","1880, oil on canvas, 46 x 65 cm, palais des beaux-arts, lille",https://www.wga.hu/art/s/sisley/2other/seine2.jpg,complete/artwork\38585.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1310*900,true color,205 kb
38586,"SISLEY, Alfred",unloading the barges at billancourt,"1877, oil on canvas, 62 x 47 cm, ordrupgaard, charlottenlund",https://www.wga.hu/art/s/sisley/2other/seine3.jpg,complete/artwork\38586.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1189*878,true color,224 kb
38587,"SISLEY, Alfred",moret-sur-loing in morning sun,"1888, oil on canvas, 61 x 74 cm, private collection",https://www.wga.hu/art/s/sisley/2other/moret1.jpg,complete/artwork\38587.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1200*951,true color,239 kb
38588,"SISLEY, Alfred",view of villeneuve-la-garenne on the seine,"1872, oil on canvas, 59 x 81 cm, the hermitage, st. petersburg",https://www.wga.hu/art/s/sisley/2other/villene2.jpg,complete/artwork\38588.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1388*1000,true color,246 kb
38589,"SISLEY, Alfred",view of villeneuve-la-garenne on the seine (detail),"1872, oil on canvas, the hermitage, st. petersburg",https://www.wga.hu/art/s/sisley/2other/villene3.jpg,complete/artwork\38589.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1300*651,true color,185 kb
38590,"SISLEY, Alfred","on the cliffs, langland bay, wales","1897, oil on canvas, 65 x 92 cm, musée des beaux-arts, rouen",https://www.wga.hu/art/s/sisley/2other/wales.jpg,complete/artwork\38590.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1267*894,true color,128 kb
38591,"SISLEY, Alfred",the island of saint-denis,"c. 1872, oil on canvas, 51 x 65 cm, musée d'orsay, paris",https://www.wga.hu/art/s/sisley/2other/paris5.jpg,complete/artwork\38591.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1307*1000,true color,203 kb
38592,"SISLEY, Alfred",mist,"1874, oil on canvas, 51 x 65 cm, musée d'orsay, paris",https://www.wga.hu/art/s/sisley/2other/mist.jpg,complete/artwork\38592.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1325*1000,true color,249 kb
38593,"SISLEY, Alfred",montmartre,"1869, oil on canvas, musée de grenoble, grenoble",https://www.wga.hu/art/s/sisley/2other/paris4.jpg,complete/artwork\38593.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1284*770,true color,154 kb
38594,"SISLEY, Alfred",flood at port-marly,"1876, oil on canvas, 60 x 81 cm, musée d'orsay, paris",https://www.wga.hu/art/s/sisley/2other/marly2.jpg,complete/artwork\38594.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1572*1149,true color,241 kb
38595,"SISLEY, Alfred",first snow at louveciennes,"1870-71, oil on canvas, 54 x 73 cm, museum of fine arts, boston",https://www.wga.hu/art/s/sisley/1winter/winter01.jpg,complete/artwork\38595.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1385*1000,true color,213 kb
38596,"SISLEY, Alfred",the frost,"1872, oil on canvas, 46 x 57 cm, private collection",https://www.wga.hu/art/s/sisley/1winter/winter02.jpg,complete/artwork\38596.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1348*1000,true color,216 kb
38597,"SISLEY, Alfred",snow at louveciennes,"1873, oil on canvas, 51 x 66 cm, private collection",https://www.wga.hu/art/s/sisley/1winter/winter03.jpg,complete/artwork\38597.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1421*1100,true color,254 kb
38598,"SISLEY, Alfred",snow effect at argenteuil,"1874, oil on canvas, 54 x 65 cm, private collection",https://www.wga.hu/art/s/sisley/1winter/winter04.jpg,complete/artwork\38598.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1451*1200,true color,205 kb
38599,"SISLEY, Alfred",the watering place at marly-le-roi,"1875, oil on canvas, 38 x 55 cm, national gallery, london",https://www.wga.hu/art/s/sisley/1winter/winter05.jpg,complete/artwork\38599.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1310*1000,true color,192 kb
38600,"SISLEY, Alfred",the watering place at mary-le-roi with hoarfrost,"1876, oil on canvas, 38 x 55 cm, virginia museum of fine arts, richmond",https://www.wga.hu/art/s/sisley/1winter/winter06.jpg,complete/artwork\38600.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1324*900,true color,176 kb
38601,"SISLEY, Alfred","winter at marly-le-roi, snow effect","1876, oil on canvas, 46 x 57 cm, private collection",https://www.wga.hu/art/s/sisley/1winter/winter07.jpg,complete/artwork\38601.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1361*1100,true color,203 kb
38602,"SISLEY, Alfred",snow effect at louveciennes,"1876, oil on canvas, 50 x 61 cm, private collection",https://www.wga.hu/art/s/sisley/1winter/winter08.jpg,complete/artwork\38602.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1300*1052,true color,190 kb
38603,"SISLEY, Alfred",snow at louveciennes,"1878, oil on canvas, 61 x 51 cm, musée d'orsay, paris",https://www.wga.hu/art/s/sisley/1winter/winter09.jpg,complete/artwork\38603.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1070*1300,true color,242 kb
38604,"SISLEY, Alfred",snow at louveciennes,"1874, oil on canvas, 56 x 46 cm, phillips collection, washington",https://www.wga.hu/art/s/sisley/1winter/winter10.jpg,complete/artwork\38604.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1000*1231,true color,234 kb
38605,"SISLEY, Alfred",flood at port-marly,"1876, oil on canvas, 61 x 50 cm, musée d'orsay, paris",https://www.wga.hu/art/s/sisley/2other/marly3.jpg,complete/artwork\38605.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1020*835,true color,157 kb
38606,"SISLEY, Alfred",winter at louveciennes,"1876, oil on canvas, 59 x 73 cm, staatsgalerie, stuttgart",https://www.wga.hu/art/s/sisley/1winter/winter11.jpg,complete/artwork\38606.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1363*1100,true color,239 kb
38607,"SISLEY, Alfred","rue eugène moussoir at moret, winter","1891, oil on canvas, 47 x 57 cm, metropolitan museum of art, new york",https://www.wga.hu/art/s/sisley/1winter/winter12.jpg,complete/artwork\38607.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1229*1000,true color,186 kb
38608,"SISLEY, Alfred","place du chenil at marly-le roi, snow","1876, oil on canvas, 50 x 61 cm, musée des beaux-arts, rouen",https://www.wga.hu/art/s/sisley/1winter/winter13.jpg,complete/artwork\38608.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1086*863,true color,133 kb
38609,"SISLEY, Alfred",grande rue in argenteuil,"1872, oil on canvas, 63 x 45 cm, norwich castle museum and art gallery, norwich",https://www.wga.hu/art/s/sisley/2other/argente1.jpg,complete/artwork\38609.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,802*1145,true color,149 kb
38610,"SISLEY, Alfred",the footbridge at argenteuil,"1872, oil on canvas, 39 x 60 cm, musée d'orsay, paris",https://www.wga.hu/art/s/sisley/2other/argente2.jpg,complete/artwork\38610.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1200*755,true color,226 kb
38611,"SISLEY, Alfred",landscape at louveciennes,"1873, oil on canvas, 54 x 81 cm, national museum of western art, tokyo",https://www.wga.hu/art/s/sisley/2other/louveci1.jpg,complete/artwork\38611.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1213*770,true color,195 kb
38612,"SISLEY, Alfred",louveciennes,"1876, oil on canvas, 65 x 92 cm, metropolitan museum of art, new york",https://www.wga.hu/art/s/sisley/2other/louveci2.jpg,complete/artwork\38612.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1119*770,true color,142 kb
38613,"SISLEY, Alfred",the road to montbuisson at louveciennes,"1875, oil on canvas, 45 x 61 cm, musée de l'orangerie, paris",https://www.wga.hu/art/s/sisley/2other/louveci3.jpg,complete/artwork\38613.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1313*1000,true color,203 kb
38614,"SISLEY, Alfred",marketplace at marly,"1876, oil on canvas, 50 x 65 cm, kunsthalle, mannheim",https://www.wga.hu/art/s/sisley/2other/marly1.jpg,complete/artwork\38614.jpg,(1839-1899),Impressionism,painter,https://www.wga.hu/html/s/sisley/index.html,France,French,TRUE,1200*916,true color,215 kb
38615,"SITTOW, Michel",virgin and child,"c. 1515, oil on panel, 32 x 25 cm, staatliche museen, berlin",https://www.wga.hu/art/s/sittow/virgin_c.jpg,complete/artwork\38615.jpg,(c. 1468-1525),Northern Renaissance,painter,https://www.wga.hu/html/s/sittow/index.html,Flanders,Flemish,TRUE,858*1100,true color,113 kb
38616,"SITTOW, Michel",portrait of a man,"c. 1510, oil on oak panel, 36 x 26 cm, mauritshuis, the hague",https://www.wga.hu/art/s/sittow/portrait.jpg,complete/artwork\38616.jpg,(c. 1468-1525),Northern Renaissance,painter,https://www.wga.hu/html/s/sittow/index.html,Flanders,Flemish,TRUE,1063*1500,true color,135 kb
38617,"SITTOW, Michel",portrait of the danish king christian ii,"1514-15, oil on panel, 31 x 22 cm, statens museum for kunst, copenhagen",https://www.wga.hu/art/s/sittow/portking.jpg,complete/artwork\38617.jpg,(c. 1468-1525),Northern Renaissance,painter,https://www.wga.hu/html/s/sittow/index.html,Flanders,Flemish,TRUE,1045*1500,true color,189 kb
38618,"SITTOW, Michel",coronation of the virgin,"1496-1504, oil on panel, 24 x 18 cm, musée du louvre, paris",https://www.wga.hu/art/s/sittow/coronati.jpg,complete/artwork\38618.jpg,(c. 1468-1525),Northern Renaissance,painter,https://www.wga.hu/html/s/sittow/index.html,Flanders,Flemish,TRUE,750*1011,true color,131 kb
38619,"SITTOW, Michel",assumption of the virgin,"c. 1500, oil on panel, 21 x 16 cm, national gallery of art, washington",https://www.wga.hu/art/s/sittow/assumpti.jpg,complete/artwork\38619.jpg,(c. 1468-1525),Northern Renaissance,painter,https://www.wga.hu/html/s/sittow/index.html,Flanders,Flemish,TRUE,763*1000,true color,155 kb
38620,"SITTOW, Michel",pietà,"c. 1500, oil on oak panel, 50 x 37 cm, museo de la capilla real, granada",https://www.wga.hu/art/s/sittow/pieta.jpg,complete/artwork\38620.jpg,(c. 1468-1525),Northern Renaissance,painter,https://www.wga.hu/html/s/sittow/index.html,Flanders,Flemish,TRUE,807*1068,true color,150 kb
38621,"SKARBINA, Franz",the girl on the boardwalk,"1883, oil on canvas, 136 x 86 cm, berlinische galerie, berlin",https://www.wga.hu/art/s/skarbina/boardwal.jpg,complete/artwork\38621.jpg,(1849-1910),Impressionism,painter,https://www.wga.hu/html/s/skarbina/index.html,Berlin,German,TRUE,1019*1600,true color,214 kb
38622,"SKOVGAARD, Joakim",christ in the realm of the dead,"1891-94, oil on canvas, 352 x 489 cm, statens museum for kunst, copenhagen",https://www.wga.hu/art/s/skovgaar/son/christre.jpg,complete/artwork\38622.jpg,(1856-1933),Realism,painter,https://www.wga.hu/html/s/skovgaar/son/index.html,Denmark,Danish,TRUE,1500*1047,true color,182 kb
38623,"SKOVGAARD, Peter Christian","a beech wood in may near iselingen manor, zealand","1857, oil on canvas, 190 x 159 cm, statens museum for kunst, copenhagen",https://www.wga.hu/art/s/skovgaar/father/beechwoo.jpg,complete/artwork\38623.jpg,(1817-1875),Realism,painter,https://www.wga.hu/html/s/skovgaar/father/index.html,Denmark,Danish,TRUE,1073*1300,true color,260 kb
38624,"SLAUGHTER, Stephen",portrait of francis whyte,"-, oil on canvas, 127 x 102 cm, private collection",https://www.wga.hu/art/s/slaughte/portrait.jpg,complete/artwork\38624.jpg,(1697-1765),Baroque,painter,https://www.wga.hu/html/s/slaughte/index.html,Dublin,English,TRUE,1047*1320,true color,139 kb
38625,"SLAVONA, Maria",houses at montmartre,"1898, oil on canvas, 117 x 81 cm, nationalgalerie, berlin",https://www.wga.hu/art/s/slavona/houses.jpg,complete/artwork\38625.jpg,(1865-1931),Impressionism,painter,https://www.wga.hu/html/s/slavona/index.html,Berlin,German,TRUE,900*1304,true color,221 kb
38626,"SLAVÍČEK, Antonín",walking in the park,"1897, tempera on card, 70 x 53 cm, národní galerie, prague",https://www.wga.hu/art/s/slavicek/park.jpg,complete/artwork\38626.jpg,(1870-1910),Impressionism,painter,https://www.wga.hu/html/s/slavicek/index.html,Prague,Bohemian,TRUE,869*1200,true color,183 kb
38627,"SLAVÍČEK, Antonín","elizabeth bridge, prague","1906, oil on canvas, 145 x 193 cm, národní galerie, prague",https://www.wga.hu/art/s/slavicek/prague.jpg,complete/artwork\38627.jpg,(1870-1910),Impressionism,painter,https://www.wga.hu/html/s/slavicek/index.html,Prague,Bohemian,TRUE,1115*800,true color,124 kb
38628,"SLEVOGT, Max",portrait of mrs. c.,"1917, oil on canvas, 71 x 52 cm, private collection",https://www.wga.hu/art/s/slevogt/slevogt7.jpg,complete/artwork\38628.jpg,(1868-1932),Impressionism,painter,https://www.wga.hu/html/s/slevogt/index.html,Germany,German,TRUE,1000*1354,true color,151 kb
38629,"SLEVOGT, Max","steinbart villa, berlin","1911, oil on canvas, 86 x 106 cm, private collection",https://www.wga.hu/art/s/slevogt/slevogt6.jpg,complete/artwork\38629.jpg,(1868-1932),Impressionism,painter,https://www.wga.hu/html/s/slevogt/index.html,Germany,German,TRUE,1145*900,true color,207 kb
38630,"SLEVOGT, Max",garden at neu-cladow,"1912, oil on canvas, 66 x 83 cm, westfälisches landesmuseum, münster",https://www.wga.hu/art/s/slevogt/slevogt5.jpg,complete/artwork\38630.jpg,(1868-1932),Impressionism,painter,https://www.wga.hu/html/s/slevogt/index.html,Germany,German,TRUE,1300*1013,true color,216 kb
38631,"SLEVOGT, Max",dance of death,"1896, oil on canvas, 102 x 123 cm, germanisches nationalmuseum, nuremberg",https://www.wga.hu/art/s/slevogt/slevogt1.jpg,complete/artwork\38631.jpg,(1868-1932),Impressionism,painter,https://www.wga.hu/html/s/slevogt/index.html,Germany,German,TRUE,1336*1100,true color,167 kb
38632,"SLEVOGT, Max",the singer francisco d'andrade as don giovanni,"1901-02, oil on canvas, 210 x 170 cm, nationalgalerie, berlin",https://www.wga.hu/art/s/slevogt/slevogt3.jpg,complete/artwork\38632.jpg,(1868-1932),Impressionism,painter,https://www.wga.hu/html/s/slevogt/index.html,Germany,German,TRUE,1048*1300,true color,146 kb
38633,"SLEVOGT, Max",man with parrots,"1901, oil on canvas, 82 x 66 cm, niedersächsisches landesmuseum, hannover",https://www.wga.hu/art/s/slevogt/slevogt2.jpg,complete/artwork\38633.jpg,(1868-1932),Impressionism,painter,https://www.wga.hu/html/s/slevogt/index.html,Germany,German,TRUE,1060*1300,true color,233 kb
38634,"SLEVOGT, Max",the alster at hamburg,"1905, oil on canvas, 59 x 76 cm, nationalgalerie, berlin",https://www.wga.hu/art/s/slevogt/slevogt4.jpg,complete/artwork\38634.jpg,(1868-1932),Impressionism,painter,https://www.wga.hu/html/s/slevogt/index.html,Germany,German,TRUE,1400*905,true color,198 kb
38635,"SLINGELAND, Pieter Cornelisz. van",breakfast of a young man,"-, oil on canvas, the hermitage, st. petersburg",https://www.wga.hu/art/s/slingela/youngman.jpg,complete/artwork\38635.jpg,(1640-1691),Baroque,painter,https://www.wga.hu/html/s/slingela/index.html,Leiden,Dutch,TRUE,800*952,true color,82 kb
38636,"SLINGELAND, Pieter Cornelisz. van",woman with pet dog,"1672, oil on panel, 40 x 31 cm, gemäldegalerie, dresden",https://www.wga.hu/art/s/slingela/womanpet.jpg,complete/artwork\38636.jpg,(1640-1691),Baroque,painter,https://www.wga.hu/html/s/slingela/index.html,Leiden,Dutch,TRUE,686*900,true color,84 kb
38637,"SLINGELAND, Pieter Cornelisz. van",woman by candlelight,"-, oil on panel, 32 x 27 cm, museum bredius, the hague",https://www.wga.hu/art/s/slingela/woman_cl.jpg,complete/artwork\38637.jpg,(1640-1691),Baroque,painter,https://www.wga.hu/html/s/slingela/index.html,Leiden,Dutch,TRUE,667*800,true color,44 kb
38638,"SLINGELAND, Pieter Cornelisz. van",the violist,"-, oil on panel, 29 x 22 cm, brukenthal museum, sibiu",https://www.wga.hu/art/s/slingela/violist.jpg,complete/artwork\38638.jpg,(1640-1691),Baroque,painter,https://www.wga.hu/html/s/slingela/index.html,Leiden,Dutch,TRUE,677*922,true color,80 kb
38639,"SLINGELAND, Pieter Cornelisz. van",a tailor's workshop,"1665-70, oil on panel, 55 x 45 cm, israel museum, jerusalem",https://www.wga.hu/art/s/slingela/tailors.jpg,complete/artwork\38639.jpg,(1640-1691),Baroque,painter,https://www.wga.hu/html/s/slingela/index.html,Leiden,Dutch,TRUE,1136*1400,true color,220 kb
38640,"SLINGELAND, Pieter Cornelisz. van",portrait of a man,"c. 1680, oil on copper, 9 x 6 cm, metropolitan museum of art, new york",https://www.wga.hu/art/s/slingela/port_man.jpg,complete/artwork\38640.jpg,(1640-1691),Baroque,painter,https://www.wga.hu/html/s/slingela/index.html,Leiden,Dutch,TRUE,402*500,true color,21 kb
38641,"SLINGELAND, Pieter Cornelisz. van",johannes van musschenbroeck and his wife,"1685-88, oil on panel, 62 x 50 cm, museum of fine arts, boston",https://www.wga.hu/art/s/slingela/musschen.jpg,complete/artwork\38641.jpg,(1640-1691),Baroque,painter,https://www.wga.hu/html/s/slingela/index.html,Leiden,Dutch,TRUE,700*880,true color,59 kb
38642,"SLINGELAND, Pieter Cornelisz. van",lady with a pet dog,"1672, oil on panel, 40 x 31 cm, gemäldegalerie, dresden",https://www.wga.hu/art/s/slingela/lady_pet.jpg,complete/artwork\38642.jpg,(1640-1691),Baroque,painter,https://www.wga.hu/html/s/slingela/index.html,Leiden,Dutch,TRUE,1100*1411,true color,146 kb
38643,"SLINGELAND, Pieter Cornelisz. van",johan hulshout,"c. 1670, oil on panel., 37 x 30 cm, metropolitan museum of art, new york",https://www.wga.hu/art/s/slingela/hulshout.jpg,complete/artwork\38643.jpg,(1640-1691),Baroque,painter,https://www.wga.hu/html/s/slingela/index.html,Leiden,Dutch,TRUE,982*1200,true color,111 kb
38644,"SLINGELAND, Pieter Cornelisz. van",portrait of a lady holding a rose,"1670s, oil on panel, 20 x 17 cm, private collection",https://www.wga.hu/art/s/slingela/portlady.jpg,complete/artwork\38644.jpg,(1640-1691),Baroque,painter,https://www.wga.hu/html/s/slingela/index.html,Leiden,Dutch,TRUE,1136*1300,true color,96 kb
38645,"SLODTZ, Paul-Ambroise",the dead icarus,"1743, marble, musée du louvre, paris",https://www.wga.hu/art/s/slodtz/paul_amb/icarus.jpg,complete/artwork\38645.jpg,(1702-1758),Baroque,sculptor,https://www.wga.hu/html/s/slodtz/paul_amb/index.html,France,French,TRUE,1027*736,grayscale,73 kb
38646,"SLODTZ, René-Michel",st bruno,"1744, marble, basilica di san pietro, vatican",https://www.wga.hu/art/s/slodtz/rene_mic/stbruno.jpg,complete/artwork\38646.jpg,(1705-1764),Baroque,sculptor,https://www.wga.hu/html/s/slodtz/rene_mic/index.html,France,French,TRUE,682*1500,grayscale,145 kb
38647,"SLODTZ, René-Michel",st bruno,"1744, marble, basilica di san pietro, vatican",https://www.wga.hu/art/s/slodtz/rene_mic/st_bruno.jpg,complete/artwork\38647.jpg,(1705-1764),Baroque,sculptor,https://www.wga.hu/html/s/slodtz/rene_mic/index.html,France,French,TRUE,667*1000,true color,134 kb
38648,"SLODTZ, René-Michel",mausoleum of the archbishops of vienne,"1740-43, marble, height 10 m, church of saint-maurice, vienne (isère)",https://www.wga.hu/art/s/slodtz/rene_mic/mausole.jpg,complete/artwork\38648.jpg,(1705-1764),Baroque,sculptor,https://www.wga.hu/html/s/slodtz/rene_mic/index.html,France,French,TRUE,702*1023,grayscale,125 kb
38649,"SLODTZ, René-Michel",funeral monument to languet de gergy (detail),"1753, marble, st-sulpice, paris",https://www.wga.hu/art/s/slodtz/rene_mic/languet2.jpg,complete/artwork\38649.jpg,(1705-1764),Baroque,sculptor,https://www.wga.hu/html/s/slodtz/rene_mic/index.html,France,French,TRUE,1101*903,true color,168 kb
